transaction_id,posting_date,fiscal_year,fiscal_quarter,cost_center,department,expense_category,vendor_name,actual_amount_usd,actual_amount_inr,payment_status
TXN-2026023652,2026-05-21,2026,Q2,CC-700,Customer Success,Ticketing & Support Tools,Freshworks,4583.25,437517.04,Settled
TXN-2026013208,2026-05-21,2026,Q2,CC-300,Sales,Commissions & Incentives,Xactly,7683.79,733494.59,Settled
TXN-2026011131,2026-05-21,2026,Q2,CC-200,Marketing,Brand & Creative Assets,Creative Studio Partners,6953.48,663779.2,Settled
TXN-2026011380,2026-05-21,2026,Q2,CC-200,Marketing,Brand & Creative Assets,Adobe,6552.68,625518.83,Settled
TXN-2026006720,2026-05-21,2026,Q2,CC-100,Engineering,DevOps Tooling,Atlassian,8345.45,796656.66,Cleared
TXN-2026020984,2026-05-21,2026,Q2,CC-600,Product & Design,UX Research & UserTesting,Maze,9607.21,917104.27,Cleared
TXN-2026020103,2026-05-21,2026,Q2,CC-500,Finance & Legal,Payroll Processing,ADP,4154.44,396582.84,Settled
TXN-2026015853,2026-05-21,2026,Q2,CC-400,Operations,SaaS Licenses & ERP,Oracle NetSuite,2564.05,244764.21,Cleared
TXN-2026000469,2026-05-21,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Google Cloud,4711.73,449781.75,Cleared
TXN-2026018198,2026-05-21,2026,Q2,CC-400,Operations,Professional Services,KPMG,8521.68,813479.57,Pending
TXN-2026023715,2026-05-21,2026,Q2,CC-700,Customer Success,Ticketing & Support Tools,Freshworks,5720.57,546085.61,Cleared
TXN-2026008733,2026-05-21,2026,Q2,CC-200,Marketing,Paid Performance Ads,Google Ads,5570.27,531737.97,Settled
TXN-2026007089,2026-05-21,2026,Q2,CC-100,Engineering,Hardware & Peripherals,Lenovo,8449.77,806615.04,Settled
TXN-2026016738,2026-05-21,2026,Q2,CC-400,Operations,Office Facilities & Lease,CBRE,9822.58,937663.49,Settled
TXN-2026006679,2026-05-21,2026,Q2,CC-100,Engineering,DevOps Tooling,Datadog,1784.29,170328.32,Settled
TXN-2026021080,2026-05-21,2026,Q2,CC-600,Product & Design,UX Research & UserTesting,UserTesting,2350.27,224356.77,Cleared
TXN-2026022004,2026-05-21,2026,Q2,CC-600,Product & Design,Design Contractors,Design Contractor Pool,8972.34,856499.58,Pending
TXN-2026011037,2026-05-21,2026,Q2,CC-200,Marketing,Brand & Creative Assets,Creative Studio Partners,7104.74,678218.48,Pending
TXN-2026016752,2026-05-21,2026,Q2,CC-400,Operations,Office Facilities & Lease,CBRE,6787.2,647906.11,Cleared
TXN-2026015869,2026-05-21,2026,Q2,CC-400,Operations,SaaS Licenses & ERP,Oracle NetSuite,6043.82,576943.06,Settled
TXN-2026017191,2026-05-21,2026,Q2,CC-400,Operations,Office Facilities & Lease,WeWork,1864.14,177950.8,Cleared
TXN-2026001843,2026-05-21,2026,Q2,CC-100,Engineering,Cloud Infrastructure,AWS,10547.43,1006857.67,Pending
TXN-2026005485,2026-05-21,2026,Q2,CC-100,Engineering,DevOps Tooling,Atlassian,3577.78,341534.88,Settled
TXN-2026020299,2026-05-21,2026,Q2,CC-500,Finance & Legal,Payroll Processing,ADP,1163.79,111095.39,Settled
TXN-2026014805,2026-05-21,2026,Q2,CC-300,Sales,Client Hospitality,Hilton,4456.57,425424.17,Settled
TXN-2026007836,2026-05-21,2026,Q2,CC-100,Engineering,Hardware & Peripherals,Dell Technologies,6297.02,601113.53,Settled
TXN-2026024114,2026-05-21,2026,Q2,CC-700,Customer Success,Customer Advisory Board,Eventbrite,9937.18,948603.2,Settled
TXN-2026016684,2026-05-21,2026,Q2,CC-400,Operations,Office Facilities & Lease,CBRE,4836.85,461725.7,Cleared
TXN-2026013184,2026-05-21,2026,Q2,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,3852.54,367763.47,Settled
TXN-2026005512,2026-05-21,2026,Q2,CC-100,Engineering,DevOps Tooling,Datadog,2459.85,234817.28,Settled
TXN-2026022141,2026-05-21,2026,Q2,CC-600,Product & Design,Design Contractors,Fiverr Business,1086.42,103709.65,Settled
TXN-2026002711,2026-05-21,2026,Q2,CC-100,Engineering,Salaries & Contractors,Robert Half,755.36,72106.67,Settled
TXN-2026022540,2026-05-21,2026,Q2,CC-600,Product & Design,Design Contractors,Fiverr Business,3571.41,340926.8,Settled
TXN-2026020562,2026-05-21,2026,Q2,CC-600,Product & Design,UX Research & UserTesting,Qualtrics,5184.4,494902.82,Cleared
TXN-2026000894,2026-05-21,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,2848.63,271930.22,Cleared
TXN-2026005936,2026-05-21,2026,Q2,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,7412.98,707643.07,Settled
TXN-2026003059,2026-05-21,2026,Q2,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,410.65,39200.65,Settled
TXN-2026012868,2026-05-21,2026,Q2,CC-300,Sales,Commissions & Incentives,Xactly,1894.11,180811.74,Settled
TXN-2026009519,2026-05-21,2026,Q2,CC-200,Marketing,Events & Sponsorships,SaaStr Events,3416.56,326144.82,Settled
TXN-2026011549,2026-05-21,2026,Q2,CC-300,Sales,Travel & Entertainment,American Airlines,4608.05,439884.45,Cleared
TXN-2026019223,2026-05-21,2026,Q2,CC-500,Finance & Legal,Legal Counsel & Retainers,Clifford Chance,4628.51,441837.56,Cleared
TXN-2026010901,2026-05-21,2026,Q2,CC-200,Marketing,Brand & Creative Assets,Canva Enterprise,9717.33,927616.32,Cleared
TXN-2026007554,2026-05-21,2026,Q2,CC-100,Engineering,Hardware & Peripherals,Lenovo,6496.73,620177.85,Settled
TXN-2026021596,2026-05-21,2026,Q2,CC-600,Product & Design,Prototyping Software,Miro,8239.5,786542.67,Cleared
TXN-2026013285,2026-05-21,2026,Q2,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,2530.4,241551.98,Pending
TXN-2026008165,2026-05-21,2026,Q2,CC-200,Marketing,Paid Performance Ads,LinkedIn Ads,8049.75,768429.13,Cleared
TXN-2026013710,2026-05-21,2026,Q2,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,2142.13,204487.73,Cleared
TXN-2026005938,2026-05-21,2026,Q2,CC-100,Engineering,DevOps Tooling,Atlassian,12847.24,1226397.53,Cleared
TXN-2026022668,2026-05-21,2026,Q2,CC-600,Product & Design,Design Contractors,Design Contractor Pool,3416.9,326177.27,Cleared
TXN-2026000097,2026-05-21,2026,Q2,CC-100,Engineering,Cloud Infrastructure,AWS,13059.71,1246679.92,Settled
TXN-2026010070,2026-05-21,2026,Q2,CC-200,Marketing,Events & Sponsorships,Web Summit,2236.81,213525.88,Settled
TXN-2026015631,2026-05-21,2026,Q2,CC-400,Operations,SaaS Licenses & ERP,ServiceNow,1925.57,183814.91,Settled
TXN-2026013112,2026-05-21,2026,Q2,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,2009.12,191790.6,Settled
TXN-2026023156,2026-05-21,2026,Q2,CC-700,Customer Success,Ticketing & Support Tools,Intercom,1771.61,169117.89,Cleared
TXN-2026003051,2026-05-21,2026,Q2,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,7062.31,674168.11,Cleared
TXN-2026021434,2026-05-21,2026,Q2,CC-600,Product & Design,Prototyping Software,Adobe XD,2034.26,194190.46,Settled
TXN-2026010066,2026-05-21,2026,Q2,CC-200,Marketing,Events & Sponsorships,Web Summit,4938.36,471415.85,Cleared
TXN-2026017030,2026-05-21,2026,Q2,CC-400,Operations,Office Facilities & Lease,CBRE,6389.88,609977.94,Cleared
TXN-2026006896,2026-05-21,2026,Q2,CC-100,Engineering,DevOps Tooling,Atlassian,7902.05,754329.69,Settled
TXN-2026002930,2026-05-21,2026,Q2,CC-100,Engineering,Salaries & Contractors,Robert Half,2500.11,238660.5,Settled
TXN-2026024769,2026-05-21,2026,Q2,CC-700,Customer Success,Retention Swag & Gifting,Corporate Gifting Co.,2195.11,209545.2,Settled
TXN-2026018015,2026-05-21,2026,Q2,CC-400,Operations,Professional Services,KPMG,3481.79,332371.67,Cleared
TXN-2026013861,2026-05-21,2026,Q2,CC-300,Sales,CRM & Enablement Software,Salesforce,3811.18,363815.24,Settled
TXN-2026021401,2026-05-21,2026,Q2,CC-600,Product & Design,Prototyping Software,Figma,2285.78,218200.56,Cleared
TXN-2026000025,2026-05-21,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,4985.72,475936.83,Settled
TXN-2026016538,2026-05-21,2026,Q2,CC-400,Operations,Office Facilities & Lease,Regus,7451.92,711360.28,Settled
TXN-2026000397,2026-05-21,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Google Cloud,965.17,92135.13,Settled
TXN-2026008142,2026-05-21,2026,Q2,CC-200,Marketing,Paid Performance Ads,Meta Ads,2593.92,247615.6,Settled
TXN-2026020280,2026-05-21,2026,Q2,CC-500,Finance & Legal,Payroll Processing,Workday Payroll,3788.54,361654.03,Settled
TXN-2026011563,2026-05-21,2026,Q2,CC-300,Sales,Travel & Entertainment,Uber for Business,1949.84,186131.73,Settled
TXN-2026011609,2026-05-21,2026,Q2,CC-300,Sales,Travel & Entertainment,Uber for Business,4720.15,450585.52,Cleared
TXN-2026010690,2026-05-21,2026,Q2,CC-200,Marketing,Content & SEO Agencies,GrowthCraft Agency,5410.2,516457.69,Settled
TXN-2026007558,2026-05-21,2026,Q2,CC-100,Engineering,Hardware & Peripherals,Lenovo,9211.62,879341.25,Settled
TXN-2026024593,2026-05-21,2026,Q2,CC-700,Customer Success,Retention Swag & Gifting,Corporate Gifting Co.,2427.94,231771.15,Settled
TXN-2026003706,2026-05-21,2026,Q2,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,3967.91,378776.69,Settled
TXN-2026001413,2026-05-21,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,1540.41,147047.54,Settled
TXN-2026018116,2026-05-21,2026,Q2,CC-400,Operations,Professional Services,Deloitte Advisory,2819.06,269107.47,Settled
TXN-2026020222,2026-05-21,2026,Q2,CC-500,Finance & Legal,Payroll Processing,Workday Payroll,3661.88,349563.06,Settled
TXN-2026000079,2026-05-21,2026,Q2,CC-100,Engineering,Cloud Infrastructure,AWS,2857.12,272740.68,Settled
TXN-2026020813,2026-05-22,2026,Q2,CC-600,Product & Design,UX Research & UserTesting,Qualtrics,7985.99,762342.61,Cleared
TXN-2026012828,2026-05-22,2026,Q2,CC-300,Sales,Commissions & Incentives,Xactly,614.25,58636.3,Settled
TXN-2026013645,2026-05-22,2026,Q2,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,3034.92,289713.46,Settled
TXN-2026004838,2026-05-22,2026,Q2,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,1659.05,158372.91,Cleared
TXN-2026017389,2026-05-22,2026,Q2,CC-400,Operations,Logistics & Shipping,FedEx,5206.83,497043.99,Settled
TXN-2026015542,2026-05-22,2026,Q2,CC-400,Operations,SaaS Licenses & ERP,SAP,4370.87,417243.25,Cleared
TXN-2026010059,2026-05-22,2026,Q2,CC-200,Marketing,Events & Sponsorships,SaaStr Events,12948.98,1236109.63,Cleared
TXN-2026016088,2026-05-22,2026,Q2,CC-400,Operations,SaaS Licenses & ERP,ServiceNow,10958.79,1046126.09,Settled
TXN-2026004584,2026-05-22,2026,Q2,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,2039.69,194708.81,Cleared
TXN-2026018073,2026-05-22,2026,Q2,CC-400,Operations,Professional Services,KPMG,6730.67,642509.76,Settled
TXN-2026020145,2026-05-22,2026,Q2,CC-500,Finance & Legal,Payroll Processing,Workday Payroll,4068.75,388402.88,Settled
TXN-2026014469,2026-05-22,2026,Q2,CC-300,Sales,CRM & Enablement Software,Gong,7003.52,668556.02,Settled
TXN-2026019254,2026-05-22,2026,Q2,CC-500,Finance & Legal,Legal Counsel & Retainers,Clifford Chance,5867.11,560074.32,Settled
TXN-2026006708,2026-05-22,2026,Q2,CC-100,Engineering,DevOps Tooling,Atlassian,4064.9,388035.35,Settled
TXN-2026023087,2026-05-22,2026,Q2,CC-700,Customer Success,Ticketing & Support Tools,Intercom,4280.57,408623.21,Settled
TXN-2026018079,2026-05-22,2026,Q2,CC-400,Operations,Professional Services,PwC,4395.03,419549.56,Settled
TXN-2026009516,2026-05-22,2026,Q2,CC-200,Marketing,Events & Sponsorships,Regional Expo Group,4132.09,394449.31,Settled
TXN-2026012159,2026-05-22,2026,Q2,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,10144.55,968398.74,Settled
TXN-2026004467,2026-05-22,2026,Q2,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,715.01,68254.85,Settled
TXN-2026019627,2026-05-22,2026,Q2,CC-500,Finance & Legal,Legal Counsel & Retainers,Clifford Chance,2366.58,225913.73,Settled
TXN-2026024962,2026-05-22,2026,Q2,CC-700,Customer Success,Retention Swag & Gifting,Snappy,1618.68,154519.19,Cleared
TXN-2026020957,2026-05-22,2026,Q2,CC-600,Product & Design,UX Research & UserTesting,Maze,3898.4,372141.26,Settled
TXN-2026014588,2026-05-22,2026,Q2,CC-300,Sales,Client Hospitality,Hilton,2879.85,274910.48,Cleared
TXN-2026019793,2026-05-22,2026,Q2,CC-500,Finance & Legal,Treasury & Bank Fees,HSBC,1350.03,128873.86,Settled
TXN-2026007422,2026-05-22,2026,Q2,CC-100,Engineering,Hardware & Peripherals,Lenovo,6665.78,636315.36,Settled
TXN-2026023823,2026-05-22,2026,Q2,CC-700,Customer Success,Ticketing & Support Tools,Intercom,12308.8,1174998.05,Settled
TXN-2026018963,2026-05-22,2026,Q2,CC-500,Finance & Legal,External Audit & Tax,KPMG Tax,5669.72,541231.47,Settled
TXN-2026003552,2026-05-22,2026,Q2,CC-100,Engineering,Salaries & Contractors,Robert Half,3866.56,369101.82,Settled
TXN-2026007434,2026-05-22,2026,Q2,CC-100,Engineering,Hardware & Peripherals,CDW,7231.49,690318.04,Settled
TXN-2026020236,2026-05-22,2026,Q2,CC-500,Finance & Legal,Payroll Processing,Paychex,8799.16,839967.81,Settled
TXN-2026010340,2026-05-22,2026,Q2,CC-200,Marketing,Content & SEO Agencies,ContentWorks,5047.44,481828.62,Settled
TXN-2026005798,2026-05-22,2026,Q2,CC-100,Engineering,DevOps Tooling,Datadog,6976.32,665959.51,Settled
TXN-2026000862,2026-05-22,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,4120.29,393322.88,Settled
TXN-2026003284,2026-05-22,2026,Q2,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,3389.38,323550.21,Settled
TXN-2026011190,2026-05-22,2026,Q2,CC-200,Marketing,Brand & Creative Assets,Creative Studio Partners,2496.81,238345.48,Settled
TXN-2026018039,2026-05-22,2026,Q2,CC-400,Operations,Professional Services,PwC,10337.46,986813.93,Settled
TXN-2026021971,2026-05-22,2026,Q2,CC-600,Product & Design,Design Contractors,Toptal,8462.49,807829.3,Settled
TXN-2026004321,2026-05-22,2026,Q2,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,4728.22,451355.88,Settled
TXN-2026004502,2026-05-22,2026,Q2,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,5122.55,488998.62,Settled
TXN-2026014231,2026-05-22,2026,Q2,CC-300,Sales,CRM & Enablement Software,Salesforce,914.39,87287.67,Cleared
TXN-2026014233,2026-05-22,2026,Q2,CC-300,Sales,CRM & Enablement Software,Salesforce,7388.59,705314.8,Pending
TXN-2026004326,2026-05-22,2026,Q2,CC-100,Engineering,Salaries & Contractors,Robert Half,1585.89,151389.06,Settled
TXN-2026020543,2026-05-22,2026,Q2,CC-600,Product & Design,UX Research & UserTesting,Qualtrics,4363.03,416494.84,Pending
TXN-2026014206,2026-05-22,2026,Q2,CC-300,Sales,CRM & Enablement Software,Salesforce,3647.26,348167.44,Cleared
TXN-2026003498,2026-05-22,2026,Q2,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,2871.02,274067.57,Cleared
TXN-2026007985,2026-05-22,2026,Q2,CC-200,Marketing,Paid Performance Ads,Google Ads,1138.01,108634.43,Settled
TXN-2026000257,2026-05-22,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,711.71,67939.84,Settled
TXN-2026019387,2026-05-22,2026,Q2,CC-500,Finance & Legal,Legal Counsel & Retainers,Baker McKenzie,3607.07,344330.9,Settled
TXN-2026000904,2026-05-22,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,10270.54,980425.75,Settled
TXN-2026014778,2026-05-22,2026,Q2,CC-300,Sales,Client Hospitality,Four Seasons Hotels,4579.74,437181.98,Settled
TXN-2026012741,2026-05-22,2026,Q2,CC-300,Sales,Commissions & Incentives,Xactly,3122.4,298064.3,Settled
TXN-2026005226,2026-05-22,2026,Q2,CC-100,Engineering,Salaries & Contractors,Robert Half,3154.34,301113.3,Cleared
TXN-2026010565,2026-05-22,2026,Q2,CC-200,Marketing,Content & SEO Agencies,SearchLab,8416.26,803416.18,Settled
TXN-2026016620,2026-05-22,2026,Q2,CC-400,Operations,Office Facilities & Lease,CBRE,4669.16,445718.01,Settled
TXN-2026018534,2026-05-22,2026,Q2,CC-500,Finance & Legal,External Audit & Tax,EY,3085.57,294548.51,Settled
TXN-2026016214,2026-05-22,2026,Q2,CC-400,Operations,SaaS Licenses & ERP,Oracle NetSuite,2987.14,285152.38,Settled
TXN-2026017548,2026-05-22,2026,Q2,CC-400,Operations,Logistics & Shipping,UPS,13194.9,1259585.15,Settled
TXN-2026017782,2026-05-22,2026,Q2,CC-400,Operations,Logistics & Shipping,FedEx,2502.63,238901.06,Settled
TXN-2026018752,2026-05-22,2026,Q2,CC-500,Finance & Legal,External Audit & Tax,EY,11077.75,1057482.01,Cleared
TXN-2026021744,2026-05-22,2026,Q2,CC-600,Product & Design,Prototyping Software,Miro,9624.67,918771.0,Settled
TXN-2026006445,2026-05-22,2026,Q2,CC-100,Engineering,DevOps Tooling,Datadog,3626.75,346209.56,Settled
TXN-2026012559,2026-05-22,2026,Q2,CC-300,Sales,Commissions & Incentives,Xactly,17891.06,1707880.59,Settled
TXN-2026001619,2026-05-22,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,3264.91,311668.31,Settled
TXN-2026005231,2026-05-22,2026,Q2,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,524.04,50024.86,Settled
TXN-2026011746,2026-05-22,2026,Q2,CC-300,Sales,Travel & Entertainment,Marriott,4168.72,397946.01,Settled
TXN-2026001774,2026-05-22,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,6304.86,601861.94,Cleared
TXN-2026013169,2026-05-22,2026,Q2,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,2535.46,242035.01,Cleared
TXN-2026018904,2026-05-22,2026,Q2,CC-500,Finance & Legal,External Audit & Tax,EY,2529.72,241487.07,Settled
TXN-2026013586,2026-05-22,2026,Q2,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,2335.05,222903.87,Settled
TXN-2026007255,2026-05-22,2026,Q2,CC-100,Engineering,Hardware & Peripherals,Lenovo,3210.12,306438.06,Cleared
TXN-2026014359,2026-05-22,2026,Q2,CC-300,Sales,CRM & Enablement Software,Salesforce,841.92,80369.68,Settled
TXN-2026006148,2026-05-22,2026,Q2,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,7484.48,714468.46,Cleared
TXN-2026010541,2026-05-22,2026,Q2,CC-200,Marketing,Content & SEO Agencies,ContentWorks,1978.19,188838.02,Settled
TXN-2026020476,2026-05-22,2026,Q2,CC-600,Product & Design,UX Research & UserTesting,UserTesting,12053.84,1150659.57,Cleared
TXN-2026021215,2026-05-22,2026,Q2,CC-600,Product & Design,UX Research & UserTesting,UserTesting,396.78,37876.62,Cleared
TXN-2026008903,2026-05-22,2026,Q2,CC-200,Marketing,Paid Performance Ads,Meta Ads,8561.48,817278.88,Settled
TXN-2026020339,2026-05-22,2026,Q2,CC-500,Finance & Legal,Payroll Processing,Paychex,2726.64,260285.05,Cleared
TXN-2026019872,2026-05-22,2026,Q2,CC-500,Finance & Legal,Treasury & Bank Fees,Bank Processing Network,2030.83,193863.03,Settled
TXN-2026022878,2026-05-22,2026,Q2,CC-600,Product & Design,Design Contractors,Toptal,3767.32,359628.37,Settled
TXN-2026000830,2026-05-22,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,4217.5,402602.55,Settled
TXN-2026009492,2026-05-22,2026,Q2,CC-200,Marketing,Events & Sponsorships,Web Summit,1119.96,106911.38,Settled
TXN-2026006782,2026-05-22,2026,Q2,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,7879.63,752189.48,Cleared
TXN-2026006598,2026-05-22,2026,Q2,CC-100,Engineering,DevOps Tooling,Atlassian,2555.97,243992.9,Cleared
TXN-2026024424,2026-05-22,2026,Q2,CC-700,Customer Success,Retention Swag & Gifting,Sendoso,1098.8,104891.45,Cleared
TXN-2026002890,2026-05-22,2026,Q2,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,1049.4,100175.72,Cleared
TXN-2026003663,2026-05-22,2026,Q2,CC-100,Engineering,Salaries & Contractors,Robert Half,917.5,87584.55,Settled
TXN-2026022827,2026-05-22,2026,Q2,CC-600,Product & Design,Design Contractors,Toptal,5028.6,480030.16,Settled
TXN-2026006625,2026-05-22,2026,Q2,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,7124.66,680120.04,Settled
TXN-2026021086,2026-05-22,2026,Q2,CC-600,Product & Design,UX Research & UserTesting,Qualtrics,12027.49,1148144.2,Settled
TXN-2026019938,2026-05-22,2026,Q2,CC-500,Finance & Legal,Treasury & Bank Fees,Bank Processing Network,2908.49,277644.46,Cleared
TXN-2026006225,2026-05-22,2026,Q2,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,4036.92,385364.38,Cleared
TXN-2026021883,2026-05-22,2026,Q2,CC-600,Product & Design,Prototyping Software,Figma,9677.62,923825.61,Settled
TXN-2026004629,2026-05-22,2026,Q2,CC-100,Engineering,Salaries & Contractors,Robert Half,4423.33,422251.08,Settled
TXN-2026006342,2026-05-22,2026,Q2,CC-100,Engineering,DevOps Tooling,Atlassian,6343.4,605540.96,Settled
TXN-2026012448,2026-05-22,2026,Q2,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,1949.91,186138.41,Settled
TXN-2026019590,2026-05-22,2026,Q2,CC-500,Finance & Legal,Legal Counsel & Retainers,Baker McKenzie,3977.22,379665.42,Settled
TXN-2026008035,2026-05-22,2026,Q2,CC-200,Marketing,Paid Performance Ads,Google Ads,2269.38,216635.01,Settled
TXN-2026023547,2026-05-22,2026,Q2,CC-700,Customer Success,Ticketing & Support Tools,Intercom,2163.16,206495.25,Settled
TXN-2026018003,2026-05-22,2026,Q2,CC-400,Operations,Professional Services,PwC,1180.7,112709.62,Settled
TXN-2026012813,2026-05-22,2026,Q2,CC-300,Sales,Commissions & Incentives,Xactly,2629.2,250983.43,Settled
TXN-2026004640,2026-05-22,2026,Q2,CC-100,Engineering,Salaries & Contractors,Robert Half,11057.58,1055556.59,Settled
TXN-2026019356,2026-05-22,2026,Q2,CC-500,Finance & Legal,Legal Counsel & Retainers,Baker McKenzie,634.79,60597.05,Settled
TXN-2026017312,2026-05-22,2026,Q2,CC-400,Operations,Logistics & Shipping,DHL,2168.94,207047.01,Cleared
TXN-2026010482,2026-05-22,2026,Q2,CC-200,Marketing,Content & SEO Agencies,ContentWorks,5948.02,567797.99,Cleared
TXN-2026015804,2026-05-22,2026,Q2,CC-400,Operations,SaaS Licenses & ERP,SAP,6604.53,630468.43,Settled
TXN-2026019752,2026-05-22,2026,Q2,CC-500,Finance & Legal,Treasury & Bank Fees,Bank Processing Network,6540.29,624336.08,Settled
TXN-2026024856,2026-05-22,2026,Q2,CC-700,Customer Success,Retention Swag & Gifting,Corporate Gifting Co.,281.54,26875.81,Settled
TXN-2026005205,2026-05-22,2026,Q2,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,6366.68,607763.27,Pending
TXN-2026003143,2026-05-22,2026,Q2,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,1211.14,115615.42,Cleared
TXN-2026002708,2026-05-22,2026,Q2,CC-100,Engineering,Salaries & Contractors,Robert Half,8346.6,796766.44,Cleared
TXN-2026011313,2026-05-22,2026,Q2,CC-200,Marketing,Brand & Creative Assets,Adobe,4002.09,382039.51,Settled
TXN-2026023180,2026-05-22,2026,Q2,CC-700,Customer Success,Ticketing & Support Tools,Intercom,2426.33,231617.46,Settled
TXN-2026000644,2026-05-22,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Google Cloud,968.9,92491.19,Cleared
TXN-2026003413,2026-05-22,2026,Q2,CC-100,Engineering,Salaries & Contractors,Robert Half,5012.09,478454.11,Settled
TXN-2026011912,2026-05-22,2026,Q2,CC-300,Sales,Travel & Entertainment,Uber for Business,4926.18,470253.14,Settled
TXN-2026012276,2026-05-22,2026,Q2,CC-300,Sales,Commissions & Incentives,Xactly,1762.97,168293.12,Settled
TXN-2026006624,2026-05-23,2026,Q2,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,3759.69,358900.01,Settled
TXN-2026020568,2026-05-23,2026,Q2,CC-600,Product & Design,UX Research & UserTesting,Qualtrics,4077.88,389274.42,Settled
TXN-2026012225,2026-05-23,2026,Q2,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,4256.99,406372.27,Settled
TXN-2026005754,2026-05-23,2026,Q2,CC-100,Engineering,DevOps Tooling,Atlassian,1501.18,143302.64,Cleared
TXN-2026009735,2026-05-23,2026,Q2,CC-200,Marketing,Events & Sponsorships,Web Summit,3229.46,308284.25,Cleared
TXN-2026000180,2026-05-23,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,1870.4,178548.38,Settled
TXN-2026017597,2026-05-23,2026,Q2,CC-400,Operations,Logistics & Shipping,DHL,3537.3,337670.66,Settled
TXN-2026019863,2026-05-23,2026,Q2,CC-500,Finance & Legal,Treasury & Bank Fees,Bank Processing Network,2808.97,268144.28,Pending
TXN-2026021977,2026-05-23,2026,Q2,CC-600,Product & Design,Design Contractors,Fiverr Business,9375.8,895013.87,Settled
TXN-2026015215,2026-05-23,2026,Q2,CC-400,Operations,SaaS Licenses & ERP,SAP,3901.6,372446.74,Settled
TXN-2026016886,2026-05-23,2026,Q2,CC-400,Operations,Office Facilities & Lease,Regus,4211.84,402062.25,Settled
TXN-2026021152,2026-05-23,2026,Q2,CC-600,Product & Design,UX Research & UserTesting,UserTesting,709.43,67722.19,Cleared
TXN-2026000285,2026-05-23,2026,Q2,CC-100,Engineering,Cloud Infrastructure,AWS,4636.15,442566.88,Settled
TXN-2026000613,2026-05-23,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Google Cloud,1549.45,147910.5,Settled
TXN-2026017676,2026-05-23,2026,Q2,CC-400,Operations,Logistics & Shipping,UPS,10028.03,957275.74,Settled
TXN-2026021124,2026-05-23,2026,Q2,CC-600,Product & Design,UX Research & UserTesting,Qualtrics,3909.46,373197.05,Cleared
TXN-2026005403,2026-05-23,2026,Q2,CC-100,Engineering,DevOps Tooling,Datadog,3655.82,348984.58,Settled
TXN-2026020483,2026-05-23,2026,Q2,CC-600,Product & Design,UX Research & UserTesting,UserTesting,3178.93,303460.66,Settled
TXN-2026006154,2026-05-23,2026,Q2,CC-100,Engineering,DevOps Tooling,Datadog,2806.79,267936.17,Settled
TXN-2026021208,2026-05-23,2026,Q2,CC-600,Product & Design,UX Research & UserTesting,UserTesting,3823.76,365016.13,Cleared
